Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.7,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<21,1698,1785,1906>
<22,1698,1768,1912>
<23,1698,1772,1912>
<24,1698,1770,1906>
<25,1698,1771,1912>
<26,1698,1774,1906>
<27,1698,1765,1912>
<28,1698,1768,1906>
<29,1698,1793,1906>
<30,1698,1781,1906>
<31,1698,1778,1906>
<32,1698,1782,1906>
<33,1698,1781,1872>
<34,1698,1769,1900>
<35,1698,1801,1920>
<36,1698,1788,1920>
<37,1698,1775,1926>
<38,1698,1775,1900>
<39,1698,1794,1902>
<40,1698,1798,1900>
<41,1698,1798,1902>
<42,1698,1802,1942>
<43,1698,1787,1912>
<44,1698,1781,1912>
<45,1698,1766,1912>
<46,1698,1750,1912>
<47,1686,1757,1912>
<48,1686,1766,1912>
<49,1686,1749,1912>
<50,1686,1727,1902>
<51,1686,1724,1902>
<52,1686,1726,1848>
<53,1686,1728,1848>
<54,1686,1726,1848>
<55,1686,1724,1806>
<56,1686,1728,1788>
<57,1686,1731,1788>
<58,1686,1728,1830>
<59,1686,1721,1806>
<60,1686,1725,1806>
<61,1686,1724,1802>
<62,1686,1732,1802>
<63,1686,1728,1750>
<64,1686,1726,1750>
<65,1686,1727,1750>
<66,1686,1720,1750>
<67,1686,1716,1750>
<68,1686,1713,1750>
<69,1686,1711,1742>
<70,1686,1708,1750>
<71,1686,1710,1750>
<72,1686,1710,1750>
<73,1686,1707,1750>
<74,1686,1709,1750>
<75,1686,1706,1742>
<76,1686,1706,1742>
<77,1686,1707,1830>
<78,1686,1703,1700>
<79,1686,1703,1700>
<80,1686,1705,1746>
<81,1686,1706,1866>
<82,1686,1704,1738>
<83,1686,1705,1736>
<84,1686,1706,1770>
<85,1686,1708,1754>
<86,1686,1710,1746>
<87,1686,1710,1746>
<88,1686,1711,1770>
<89,1686,1715,1750>
<90,1686,1716,1754>
<91,1686,1710,1746>
<92,1686,1712,1798>
<93,1686,1725,1826>
<94,1686,1727,1838>
<95,1686,1730,1848>
<96,1686,1727,1856>
<97,1686,1731,1856>
<98,1686,1732,1848>
<99,1686,1743,1848>
<100,1686,1747,1878>
Best: [8 3 11 5 2 6 12 1 10 7 4 9],1686

10 uruchomienie
<1,1766,1894,2010>
<2,1766,1903,2010>
<3,1722,1880,2010>
<4,1722,1868,1982>
<5,1722,1866,1988>
<6,1722,1870,1988>
<7,1722,1862,1990>
<8,1722,1855,1990>
<9,1722,1865,1990>
<10,1722,1860,1990>
<11,1722,1853,2012>
<12,1722,1858,1992>
<13,1722,1844,1990>
<14,1722,1849,1990>
<15,1722,1832,1986>
<16,1722,1836,1926>
<17,1722,1844,1928>
<18,1722,1852,1928>
<19,1722,1847,1944>
<20,1722,1840,1928>
<21,1722,1831,1944>
<22,1722,1844,1924>
<23,1722,1858,1924>
<24,1722,1854,1924>
<25,1722,1857,1944>
<26,1722,1843,1924>
<27,1722,1826,1920>
<28,1718,1823,1940>
<29,1718,1816,1920>
<30,1718,1819,1920>
<31,1718,1807,1920>
<32,1718,1811,1896>
<33,1718,1803,1876>
<34,1718,1798,1874>
<35,1718,1796,1860>
<36,1718,1788,1880>
<37,1718,1788,1880>
<38,1718,1780,1880>
<39,1718,1786,1880>
<40,1718,1777,1880>
<41,1718,1763,1870>
<42,1718,1756,1870>
<43,1718,1749,1836>
<44,1718,1747,1836>
<45,1718,1740,1798>
<46,1718,1739,1748>
<47,1718,1738,1748>
<48,1678,1738,1730>
<49,1678,1737,1730>
<50,1678,1736,1838>
<51,1678,1733,1836>
<52,1678,1739,1836>
<53,1678,1744,1874>
<54,1678,1734,1834>
<55,1678,1739,1828>
<56,1678,1740,1840>
<57,1678,1744,1860>
<58,1678,1744,1840>
<59,1678,1733,1838>
<60,1678,1747,1840>
<61,1678,1735,1838>
<62,1678,1737,1840>
<63,1678,1727,1840>
<64,1678,1727,1838>
<65,1678,1729,1838>
<66,1678,1732,1838>
<67,1678,1736,1838>
<68,1678,1732,1838>
<69,1678,1734,1838>
<70,1678,1729,1838>
<71,1678,1726,1838>
<72,1678,1715,1838>
<73,1678,1725,1838>
<74,1678,1744,1856>
<75,1678,1731,1838>
<76,1678,1742,1838>
<77,1678,1739,1822>
<78,1678,1734,1832>
<79,1678,1731,1822>
<80,1678,1721,1882>
<81,1678,1722,1856>
<82,1678,1723,1860>
<83,1678,1727,1838>
<84,1678,1723,1838>
<85,1678,1731,1798>
<86,1678,1742,1796>
<87,1678,1739,1796>
<88,1678,1753,1796>
<89,1678,1753,1796>
<90,1678,1755,1796>
<91,1678,1750,1796>
